method,distill,distill,distill,distill,distill,label_smoothing,label_smoothing1,mixup,mixup2
model,m1,m2,m3,m4,m5,m1,m1,m1,m1
metric,margin,margin,margin,margin,margin,margin,margin,margin,margin
CIFAR10.resnet18.33.0_noaug,5.1575000397861,5.392500106245279,4.657500050961971,4.430000111460686,4.287500027567148,5.5275000631809235,2.762500010430813,5.050000082701445,2.5249999947845936
CIFAR10.LeNet5.33.0_noaug,8.064999990165234,8.227500040084124,7.547500170767307,5.9699999168515205,5.284999962896109,7.93249998241663,6.5499999560415745,7.377499993890524,6.922500021755695
FashionMNIST.LeNet1.33.0_noaug,1.9980000145733356,1.9859999790787697,1.8039999902248383,1.2899999879300594,1.0999999847263098,1.8680000491440296,1.5080000087618828,1.944000031799078,1.9380000419914722
FashionMNIST.LeNet5.33.0_noaug,1.4680000022053719,1.4300000108778477,1.3059999980032444,1.3079999946057796,1.0540000349283218,1.2720000185072422,1.3959999941289425,1.3319999910891056,1.1999999918043613
MNIST.LeNet1.33.0_noaug,0.142000000923872,0.17600000137463206,0.18800000194460148,0.25000000605359674,0.17400000011548397,0.1699999975971877,0.2680000010877847,0.2660000044852495,0.23199999937787646
MNIST.LeNet5.33.0_noaug,0.14199999859556553,0.15400000382214785,0.13400000054389236,0.11799999861977992,0.14600000111386177,0.15799999935552472,0.13999999966472382,0.16000000061467284,0.22000000113621354
SVHN.resnet18.33.0_noaug,1.5448020238961493,1.5244973424289907,1.368096417614392,1.3214505277574062,1.1721836802150523,1.660593505948782,1.6984590329229832,1.5250461176037788,1.561814041009971
SVHN.LeNet5.33.0_noaug,1.6825445528541292,1.681995771027037,1.4641320465930872,1.387852310602154,1.3626086725188153,1.5497409672077214,1.5826674710427011,1.450412700484906,1.4586443148021186
